index,sm1,sm2,sm3,sm4,sm5
dd*aT,14,14,14,0,14
dd*af,6,3,3,0,3
dd*aj,2,2,2,0,2
dd*al,4,16,13,0,16
dd*am,3,3,3,0,3
dd*as,1,0,0,0,1
dd*ast,3,3,3,0,3
dd*o,7,7,7,0,7
dd*u,1,1,1,0,1
dd6,107,107,107,0,107
dd@,1,13,13,0,13
dd@n,0,3,3,0,3
ddu,4,4,4,0,4
ddy,36,49,49,0,49
ddyx,0,9,9,0,9
de,103,88,94,96,95
deL,0,5,0,0,2
deN,0,2,0,2,2
deks,14,14,10,10,14
den,1,12,0,2,12
der,1,1,1,1,1
dg*a,1,1,1,0,1
dg*o,0,2,3,0,0
dg*on,1,1,0,0,1
dg*or,2,0,0,0,2
dg*u,1,5,5,1,5
dg*uz,4,0,0,0,0
dg6,116,116,116,0,116
dg@,6,6,6,0,6
dgL*a,3,3,3,0,3
dgr*a,1,1,1,0,1
dgr*o,3,4,4,0,4
dgr*ob,1,0,0,0,0
dgr*u,0,3,3,0,1
dgr*up,1,0,0,0,0
dgr*us,1,0,0,0,1
dgr*uz,1,0,0,0,1
dgr6,2,2,2,0,2
dgru,1,1,1,0,1
dgu,1,1,1,0,1
dj*a,7,7,7,0,7
dj*e,0,16,16,0,0
dj*eZ,7,0,0,0,7
dj*est,3,3,3,0,3
dj*ez,9,0,0,0,9
dj*o,13,16,16,0,16
dj*om,11,8,8,0,8
dj@,2,2,2,0,2
dji,27,27,27,0,27
dl*a,2,2,2,0,2
dl*aT,1,1,1,0,1
dl*o,26,27,27,0,26
dl*o7,1,0,0,0,1
dl*ok,1,1,1,0,1
dl6,212,212,212,0,212
dl@,5,5,5,0,4
dl@S,0,0,0,0,1
dl@ST,1,1,1,0,1
dl@j,1,1,1,0,1
dly,1,1,1,0,1
dlyj,4,4,4,0,4
dlyx,2,2,2,0,2
dm*ar,0,2,0,0,2
dm*o,5,7,7,0,5
dm*os,2,0,0,0,2
dm*y,1,1,1,0,1
dm6,9,9,9,0,2
dm6s,0,0,0,0,7
dm@,1,1,1,0,1
dmy,2,2,2,0,2
dn*a,283,330,330,6,283
dn*a5,47,0,0,0,47
dn*o,153,154,154,12,153
dn*o7,1,0,0,0,1
dn*oj,167,167,167,0,167
dn*om,71,72,72,1,72
dn*os,1,1,1,0,1
dn*u,72,72,72,3,72
dn*y,40,41,41,0,41
dn*ym,16,16,16,0,16
dn*yx,17,17,17,0,17
dn6,278,604,602,0,604
dn@,137,434,426,0,368
dn@S,0,0,0,0,66
dn@ST,1,21,21,0,21
dn@j,22,133,125,0,133
dn@m,12,44,44,0,44
dnu,6,54,52,0,54
dny,20,171,165,0,171
dnyj,14,136,133,0,136
dnym,8,82,81,0,82
dnyx,25,136,132,0,136
dr*a,54,86,88,58,87
dr*aL,2,0,0,0,2
dr*aT,1,1,1,1,1
dr*af,2,1,1,1,1
dr*aj,2,0,0,2,2
dr*ajf,0,0,0,1,1
dr*al,7,7,5,7,7
dr*am,1,1,1,1,1
dr*at,26,1,1,26,1
dr*ax,1,0,0,0,0
dr*az,1,0,0,1,0
dr*o,28,115,111,42,93
dr*o5,2,0,0,0,0
dr*o7,3,3,3,3,3
dr*oP,2,2,2,2,2
dr*oS,1,0,0,0,1
dr*ob,55,0,0,55,0
dr*of,1,1,1,1,1
dr*og,4,0,0,0,0
dr*ok,1,1,1,1,1
dr*om,10,11,10,10,11
dr*on,1,1,1,1,1
dr*os,22,1,1,1,22
dr*ost,1,1,1,15,1
dr*u,166,229,229,228,187
dr*u4,1,0,0,1,0
dr*u5,51,0,0,0,31
dr*u7,11,0,0,0,11
dr*uk,83,83,83,83,83
dr*y,3,4,4,4,4
dr*yf,2,2,2,2,2
dr*yv,1,0,0,0,0
dr6,148,148,113,105,198
dr6n,1,1,0,0,1
dr6s,0,0,0,2,4
dr6z,0,0,0,6,0
dr@,148,147,140,139,109
dr@S,0,0,0,0,10
dr@ST,10,10,10,10,10
dr@Z,0,0,0,0,25
dr@f,9,9,9,9,9
dr@j,1,1,1,1,1
dr@m,9,10,3,4,10
dr@s,0,0,0,0,3
dr@x,6,6,6,6,6
dre,1,1,1,0,0
drej,0,0,0,1,1
drstv@,0,3,3,0,0
dru,746,746,743,693,740
dru7,0,0,0,0,6
druZ,0,0,0,50,0
dry,20,20,18,18,20
dryj,7,7,7,7,7
drym,1,1,1,1,1
dryx,1,1,1,1,1
dsV*e,2,7,7,0,7
dsV*e4,4,0,0,0,0
dsV*et,1,0,0,0,0
dstV*e,1,1,1,0,0
dstVi,0,233,233,0,0
dstVij,0,15,15,0,0
dstv*a,5,5,5,0,0
dstv*o,2,2,2,0,0
dstv6,0,173,173,0,0
dstv@,1,25,24,0,0
dstv@m,0,40,40,0,0
dstv@x,0,6,6,0,0
dstvu,0,31,31,0,0
dtVi,64,0,64,0,0
dtVir,0,64,0,0,0
du,1703,1475,1388,1368,1728
du7,0,0,0,0,32
duL,0,1,0,0,1
duj,1,1,1,3,3
duk,0,0,0,9,0
dum,1,5,0,4,5
dup,1,1,1,3,1
dur,0,0,0,22,22
dus,0,0,0,1,14
dut,145,141,141,143,145
dux,24,0,0,0,24
dv*a,222,276,275,244,254
dv*a5,22,0,0,0,22
dv*ad,31,0,0,31,0
dv*al,6,6,6,6,6
dv*art,1,1,1,1,1
dv*ax,0,0,0,1,1
dv*o,42,69,73,42,59
dv*oR,0,1,0,0,0
dv*od,16,0,0,16,0
dv*oj,5,0,0,3,3
dv*ojs,0,0,0,0,2
dv*ojst,0,0,0,2,0
dv*or,25,18,15,25,25
dv*ot,1,1,1,1,1
dv*ox,2,2,2,2,2
dv*u,1,1,1,1,1
dv*um,11,11,11,11,11
dv*ux,92,92,92,92,92
dv*y,29,29,29,29,29
dv6,191,176,191,161,157
dv6d,0,0,0,6,0
dv6j,0,0,0,22,22
dv6r,0,15,0,1,16
dv6s,0,0,0,1,0
dv@,35,39,39,14,31
dv@L,2,2,2,2,2
dv@d,0,0,0,16,0
dv@j,0,0,0,8,8
dv@s,0,0,0,1,0
dvL*a,0,0,0,0,34
dvL*aT,0,0,0,0,10
dvL*al,0,0,0,0,1
dvL*e,2,6,6,0,23
dvL*e4,6,2,2,0,2
dvL*o,0,2,2,0,4
dvL*on,2,0,0,0,0
dvLi,18,18,18,0,22
dvl*a,0,1,1,0,1
dvl*as,1,0,0,0,0
dvr*a4,1,1,1,0,1
dvr6,36,36,36,0,36
dvr@,1,1,1,0,1
dvu,55,55,55,48,52
dvus,0,0,0,2,2
dvux,0,0,0,5,1
dvy,2,2,2,2,2
dx*o,46,46,46,0,46
dx*ot,14,14,14,0,14
dx6,50,50,50,0,50
dxv*a,6,6,6,0,6
dxv6,7,7,7,0,7
dy,1178,992,919,986,1164
dy7,1,1,0,0,4
dyR,1,1,1,1,1
dyj,100,6,1,6,100
dym,21,4,0,4,23
dys,0,0,0,0,3
dyx,11,2,1,13,2
dz*aj,0,0,0,1,1
dz*o,3,4,4,3,3
dz*ok,1,1,1,1,1
dz*or,1,0,0,1,1
dz*ot,1,1,1,1,1
dz*y,0,3,3,0,0
dz*yv,3,0,0,3,3
dz6,7,7,7,7,7
dz@,3,3,3,3,3
dzy,11,15,15,15,15
dzyf,0,2,2,2,2
e,1516,1462,1516,1279,1388
eL,0,10,0,1,11
eS,0,0,0,0,18
ed,0,0,0,4,0
edr,4,4,4,4,4
ef,0,0,0,0,2
eg,0,0,0,19,0
egz,0,0,0,3,0
ej,0,0,0,2,2
ejn,2,2,2,4,2
ejn7,0,0,0,0,2
ek,0,0,0,90,0
eks,0,0,0,75,0
el,1,3,1,2,4
em,0,15,0,10,15
en,1,26,1,9,25
ens,0,0,0,1,1
er,0,2,0,3,3
es,1,1,1,5,45
esr,1,1,1,1,1
et,0,0,0,10,0
etl,1,1,1,1,1
ev,0,0,0,4,3
f*a,38,127,128,47,123
f*aL,3,3,0,3,3
f*aL7,1,1,1,1,1
f*aj,4,0,0,4,4
f*ak,81,1,1,81,1
f*aks,3,3,3,3,3
f*akt,32,32,32,32,32
f*alk,2,2,2,2,2
f*an,4,4,4,4,4
f*ar,5,15,2,3,15
f*ar7,1,1,1,1,1
f*ark,0,0,0,9,0
f*arkt,0,3,0,3,3
f*ars,1,1,1,1,1
f*as,1,1,1,1,1
f*at,1,2,1,2,2
f*ax,1,1,1,1,1
f*e,12,12,12,12,12
f*o,142,383,437,216,182
f*oL,1,1,1,1,1
f*oN,2,2,0,2,2
f*om,1,1,1,1,1
f*oms,1,1,1,1,1
f*on,120,96,55,80,96
f*ont,15,15,15,15,15
f*or,223,41,1,224,237
f*orm,26,26,26,27,26
f*orps,1,1,1,1,1
f*ors,0,0,0,0,5
f*ort,2,5,2,16,5
f*os,6,0,0,0,0
f*ot,1,1,1,1,1
f*u,7,12,67,14,11
f*uN,1,1,0,1,1
f*uj,2,1,1,2,2
f*un,57,57,0,0,57
f*ung,0,0,0,54,0
f*us,0,1,0,1,1
f*uz,1,0,0,0,0
f*y,3,3,10,3,3
f*yr,7,7,0,2,7
f*yrk,0,0,0,5,0
f4i,0,1,1,1,0
f4ik,0,2,2,2,0
f6,378,417,372,250,246
f6L,0,16,0,10,15
f6Ls,0,0,0,0,1
f6N,0,1,0,0,0
f6k,0,0,0,45,0
f6n,0,38,0,5,38
f6r,0,19,0,186,196
f6r7,0,1,0,0,0
f7*a,1,1,1,1,1
f7*om,1,1,1,1,1
f7*u,1,1,1,1,1
f7*y,4,4,6,6,4
f7*yN,1,1,0,0,1
f7*yn,3,3,2,2,3
f7*yt,1,1,1,1,1
f7@,82,438,447,403,391
f7@j,12,88,88,132,132
f7@m,1,22,13,13,22
f7@s,0,0,0,0,3
f7i,62,367,396,272,314
f7iS,42,231,231,231,231
f7ij,50,210,210,263,263
f7ik,0,2,2,2,2
f7im,11,81,52,52,81
f7ix,17,115,115,186,115
f7t*e,0,2,2,0,0
f7t*ek,2,0,0,0,0
f7u,8,70,70,70,70
f@,263,265,258,175,143
f@L,0,3,0,3,3
f@f,13,13,12,13,13
f@j,2,2,2,2,2
f@m,15,15,12,15,15
f@n,0,28,0,2,28
f@r,3,7,1,123,129
f@s,2,2,2,2,2
f@x,4,3,3,4,4
fK*e,3,3,3,3,0
fK*i,3,3,3,3,0
fKi,24,274,274,274,0
fKij,0,2,2,2,0
fKim,0,2,2,2,0
fL*a,1,9,1,9,9
fL*a7,1,1,1,1,1
fL*e,0,4,4,3,3
fL*ej,1,0,0,1,1
fL*ek,3,0,0,0,0
fL*eks,2,2,2,2,2
fL*et,0,1,0,1,1
fL*i,1,14,1,1,14
fL*ik,0,0,0,12,0
fL*ikt,0,11,0,12,11
fL*irt,1,1,1,1,1
fL*o,1,1,1,1,1
fLi,13,14,13,11,13
fLig,0,0,0,2,0
fLij,0,0,0,1,1
fLik,0,0,0,1,0
fLir,0,1,0,0,1
fLix,2,2,2,2,2
fLu,2,2,2,1,2
fLuk,0,0,0,1,0
fM*e,5,5,5,0,5
fP*a,2,2,2,2,2
fP*i,23,23,25,23,23
fP*il,2,2,0,2,2
fPi,166,126,166,166,126
fPir,0,40,0,0,40
fR*e,0,9,11,6,0
fR*eN,2,2,0,0,2
fR*ej,6,1,1,1,6
fR*ejt,1,1,1,1,1
fR*es,4,0,0,0,4
fR*et,0,2,0,0,2
fR*i,3,3,3,0,3
fR*i2,1,1,1,1,1
fR*id,0,0,0,3,0
fRi,44,44,44,8,43
fRij,0,0,0,1,1
fS*a,216,216,217,217,216
fS*ak,1,1,1,1,1
fS*an,1,1,0,0,1
fS*e,332,332,332,332,332
fS*ej,77,77,77,77,77
fS*em,226,226,226,226,226
fS*ex,207,207,207,207,207
fS*o,415,415,415,415,415
fS*om,48,48,48,48,48
fS*u,107,107,107,107,107
fSi,676,716,731,731,720
fSiR,0,15,0,0,0
fSis,0,0,0,0,11
fT*a,10,10,10,10,5
fT*i,7,14,14,13,5
fT*is,7,0,0,1,2
fTi,36,46,46,46,10
fTju,0,2,2,0,0
fg*a,0,0,6,0,0
fg*an,6,6,0,0,0
fg@,4,4,4,0,0
fk*a,19,36,36,33,6
fk*am,1,1,1,1,0
fk*as,15,1,1,1,0
fk*az,3,0,0,3,0
fk*o,8,9,9,8,4
fk*oS,1,1,1,1,1
fk*om,9,8,8,9,0
fk*u,21,36,36,39,33
fk*us,35,20,20,20,20
fk6,19,150,150,150,4
fk@,2,28,28,28,0
fk@ST,0,1,1,1,0
fk@T,0,1,1,1,0
fk@j,1,35,35,35,0
fk@m,1,13,13,13,0
fk@x,3,20,20,20,0
fkL*e,1,1,1,1,1
fkLu,102,102,102,102,102
fkR*iF,1,1,1,1,1
fkl*a,22,22,22,22,22
fkl*at,12,12,12,12,12
fknu,0,1,1,0,0
fkr*a,3,6,6,3,6
fkr*ad,3,0,0,3,0
fkr*u,1,1,1,1,1
fkr6,2,2,2,0,2
fkr6p,0,0,0,2,0
fkru,1,1,1,1,1
fku,16,120,120,123,11
fkus,0,2,2,4,0
fl*a,8,9,11,10,9
fl*ag,1,0,0,1,0
fl*ak,2,2,2,2,2
fl*an,2,2,0,0,2
fl*ank,1,1,1,1,1
fl*o,13,14,14,14,14
fl*ojt,1,1,1,1,1
fl*ok,1,0,0,0,0
fl*ot,2,2,2,2,2
fl6,18,17,18,18,15
fl67,0,0,0,0,2
fl6n,0,1,0,0,1
fl@,1,1,1,1,1
fle,1,1,1,0,0
fle7,0,0,0,1,1
flu,2,2,2,0,2
fluk,0,0,0,2,0
fm*u,2,2,2,0,2
fm*uj,1,1,1,0,1
fm6,0,1,1,0,1
fmy,0,1,1,0,1
fn*oj,3,3,3,0,3
fn*u,1,1,1,0,1
fn@,1,2,1,0,2
fn@j,1,2,1,0,2
fnu,1,1,0,0,1
fny,1,2,1,0,2
fnyj,1,1,0,0,1
fnyx,1,1,0,0,1
fp*a,16,17,17,17,8
fp*aST,2,2,2,2,2
fp*af,1,0,0,0,0
fp*al,4,4,4,4,3
fp*o,1,1,1,1,1
fp*u,0,2,2,2,0
fp*uS,2,0,0,0,2
fp6,146,137,146,118,40
fp6l,0,9,0,3,82
fp6lz,0,0,0,1,0
fp6s,0,0,0,24,0
fp@,2,2,2,1,1
fp@l,0,0,0,1,1
fpLi,3,3,3,3,3
fpR*aM,6,6,6,6,6
fpR*eT,2,2,2,2,2
fpRi,8,8,8,8,8
fpl*aF,1,1,1,1,1
fpl*oT,20,20,20,20,20
fpl6,5,5,5,0,5
fpl6t,0,0,0,5,0
fpr*a,16,23,23,23,16
fpr*av,7,0,0,0,7
fpr*o,84,84,84,84,84
fpr*ok,2,2,2,2,2
fpr*y,0,2,2,2,0
fpr*ys,2,0,0,0,2
fpr6,2,2,2,2,2
fpu,9,9,9,3,0
fpus,0,0,0,6,9
fr*a,31,41,77,34,41
fr*ag,10,0,0,10,0
fr*an,36,36,0,33,36
fr*an2,2,2,2,2,2
fr*ank,3,3,3,3,3
fr*as,5,5,5,5,5
fr*o,5,13,25,9,5
fr*oN,5,5,0,5,5
fr*of,6,0,0,0,6
fr*on,7,7,0,0,7
fr*ont,4,4,4,4,4
fr*ov,2,0,0,0,2
fr*u,3,11,11,0,11
fr*uk,8,0,0,8,0
fr6,124,24,124,7,24
fr6g,0,0,0,6,0
fr6n,0,103,0,91,103
fr@,13,12,13,7,8
fr@g,0,0,0,1,0
fr@j,2,2,2,0,2
fr@m,1,1,1,0,1
fr@n,0,4,0,0,4
fr@s,0,0,0,0,3
fr@x,2,2,2,0,3
fre,2,1,2,0,0
frej,0,0,0,1,1
fren,0,1,0,1,1
fru,5,5,5,0,5
fruk,0,0,0,2,0
fry,17,17,17,0,17
fs*a,8,11,11,11,11
fs*ad,3,0,0,0,0
fs*o,4,4,4,4,4
fs*u,4,4,4,4,4
fs6,16,15,16,16,15
fs6m,0,1,0,0,1
fsK*i,8,8,8,8,6
fsKi,8,25,25,25,3
fsKij,5,38,38,38,0
fsKim,1,9,9,9,0
fsKix,9,27,27,27,0
fsL*e,0,10,10,0,0
fsL*ed,10,0,0,0,0
fsL*eds,0,0,0,0,10
fsL*edst,0,0,0,10,0
fsL*et,30,30,30,30,30
fsLi,1,1,1,1,1
fsP*aT,3,3,3,3,3
fsk*a,9,12,12,9,9
fsk*a4,1,1,1,1,1
fsk*ar,3,0,0,3,3
fsk*o,32,32,32,32,32
fsk*oLS,1,1,1,1,1
fsk*oj,1,1,1,1,0
fsk*u,1,1,1,1,0
fsk6,13,13,13,13,13
fsk@,13,68,68,68,5
fsk@j,8,41,41,41,0
fsk@m,3,12,12,12,0
fskR*i,5,10,10,5,10
fskR*ik,8,3,3,8,3
fskRi,3,3,3,3,3
fskr*y,4,5,5,5,5
fskr*yf,1,0,0,0,0
fskr*yl,2,2,2,2,2
fskry,1,1,1,1,1
fsku,5,14,14,14,0
fsl*aST,5,5,5,5,5
fsl*u,7,7,7,7,7
fsl*ux,14,14,14,14,14
fsm*a,5,5,5,5,5
fsm6,3,3,3,3,3
fsp*o,0,89,89,89,89
fsp*om,89,0,0,0,0
fsp*u,1,1,1,1,1
fsp*y,14,37,37,22,29
fsp*y7,8,0,0,0,8
fsp*yx,15,0,0,15,0
fsp6,4,4,4,4,4
fsp@,75,75,75,75,75
fspL*e,0,5,5,5,0
fspL*es,5,0,0,0,5
fspL*esk,1,1,1,1,1
fspLi,1,1,1,1,1
fspl*yl,1,1,1,1,1
fspl6,2,2,2,1,2
fspl67,0,0,0,1,0
fsply,5,5,5,5,5
fspr*y,0,1,1,1,1
fspr*yg,1,0,0,0,0
fspu,1,1,1,1,1
fspy,1,1,1,1,1
fst*a,30,37,38,37,31
fst*aN,3,3,3,3,3
fst*aT,6,6,6,6,6
fst*af,10,3,3,3,8
fst*al,19,19,19,19,19
fst*an,1,1,0,1,0
fst*u,2,2,2,2,2
fst6,46,46,46,46,44
fstR*a,5,6,6,6,5
fstR*as,1,0,0,0,1
fstR*e,174,183,183,174,168
fstR*e4,18,9,9,18,9
fstR*i,0,5,5,0,0
fstR*ij,5,0,0,5,0
fstRi,96,96,96,95,93
fstRix,0,0,0,1,0
fstr*a,11,11,11,11,0
fstr*o,10,10,10,10,10
fstr6,10,10,10,10,0
fstu,74,74,74,61,74
fstup,0,0,0,13,0
fstv@x,0,1,1,0,0
fstvu,0,1,1,0,0
fsu,2,2,2,2,2
fsx*o,1,1,1,1,1
fsx6,2,2,2,2,2
fsxL*i,3,6,6,3,6
fsxL*ip,4,1,1,4,1
fsxr6,1,1,1,0,1
fsxr6p,0,0,0,1,0
ft*a,1,5,5,2,2
ft*aj,2,0,0,2,2
ft*ap,1,0,0,1,0
ft*as,1,0,0,0,1
ft*o,44,61,63,45,5
ft*om,1,1,1,1,0
ft*on,1,1,0,0,0
ft*or,18,1,0,18,10
ft*u,0,0,1,0,0
ft*ul,1,1,0,1,1
ft*yk,1,1,1,1,1
ft6,425,427,430,426,231
ft6L,0,0,0,1,0
ft6l,0,2,0,2,2
ft6r,0,1,0,0,1
ft6x,0,0,0,1,0
ft@,148,233,246,227,4
ft@4,0,0,0,6,0
ft@f,0,6,6,6,0
ft@m,0,4,4,4,0
ft@r,0,46,33,45,0
ft@rst,0,0,0,1,0
ft@x,0,1,1,1,0
ftR*i,2,2,2,2,2
ftr*o,5,5,5,5,5
ftr6,5,46,46,5,5
ftr@,0,19,19,0,0
ftr@k,0,7,7,0,0
ftu,0,2,2,2,0
fty,1,5,5,5,1
fu,138,80,137,48,80
fud,0,0,0,54,0
fun,0,59,0,0,59
fung,0,0,0,36,0
fut,0,0,0,1,0
fy,17,16,15,17,17
g*a,939,1116,1219,1026,1110
g*a4,1,0,0,1,1
g*a5,7,0,0,0,0
g*a7,1,1,1,1,1
g*aL,11,8,1,6,10
g*aLs,0,0,0,0,2
g*aN,3,3,0,3,3
g*aR,0,2,0,0,0
g*aS,2,0,0,0,2
g*aT,78,83,78,83,83
g*ad,0,0,0,4,0
g*af,13,1,1,1,1
g*aft,1,1,1,1,1
g*aj,12,5,5,12,12
g*al,112,120,50,120,108
g*als,0,0,0,0,12
g*am,25,26,19,27,27
g*an,73,69,4,51,34
g*an2,1,1,1,1,1
g*ans,0,0,0,0,41
g*ant,5,5,5,18,5
g*apt,1,1,1,1,1
g*ar,41,46,4,41,59
g*ars,0,0,0,0,3
g*art,0,2,0,0,2
g*arx,5,5,5,5,5
g*as,22,18,18,25,18
g*ast,1,1,1,1,1
g*at,84,14,14,86,14
g*atstf,1,1,1,1,1
g*ax,40,43,35,41,43
g*az,0,0,0,1,0
g*azm,0,1,0,1,1
g*o,1179,1666,1713,1534,1519
g*o5,1,0,0,0,0
g*oL,40,13,4,11,38
g*oLf,2,2,2,2,2
g*oLs,0,0,0,0,5
g*oN,14,14,11,13,14
g*oR,28,34,0,28,28
g*oS,34,0,0,0,34
g*oST,13,13,13,13,13
g*od,276,0,0,82,0
g*of,31,40,31,32,43
g*oj,147,149,147,148,149
g*ok,7,7,7,7,7
g*ol,7,7,4,7,7
g*olt,1,1,1,1,1
g*om,55,55,55,55,55
g*on,47,46,13,27,46
g*or,92,65,11,120,117
g*or7,0,1,0,1,0
g*orST,1,1,1,1,1
g*orn,1,1,1,1,1
g*ors,0,0,0,0,7
g*orst,0,0,0,1,0
g*ort,1,1,1,1,1
g*os,35,0,0,7,35
g*ost,2,2,2,2,2
g*ot,135,132,132,135,134
g*ov,0,0,0,3,3
g*u,276,315,327,296,305
g*u3,1,1,1,1,1
g*u4,0,1,0,1,1
g*u7,5,0,0,0,5
g*u7s,0,0,0,0,5
g*uS,1,1,1,1,1
g*ub,1,0,0,1,0
g*uft,3,3,3,3,3
g*ul,19,19,3,19,19
g*um,1,1,1,1,1
g*un,4,2,2,4,2
g*up,12,7,7,12,7
g*ur,23,18,7,23,23
g*urt,1,1,1,1,1
g*us,5,0,0,0,5
g*ut,16,15,15,16,15
g*uz,0,0,0,4,0
g2*e,0,0,8,0,0
g2*en,8,8,0,0,8
g2*ent,9,9,9,0,9
g2*y,5,5,5,0,5
g2*yn,2,2,2,0,2
g2i,115,407,318,0,407
g2ij,13,53,40,0,53
g2v*ank,1,1,1,0,1
g2y,1,0,1,0,0
g2yn,0,1,0,0,1
g4*a,11,13,13,0,11
g4*aT,1,1,1,0,1
g4*aj,2,0,0,0,2
g4*at,1,1,1,0,1
g4*e,15,15,15,0,15
g4*i,3,3,3,0,3
g4*iT,10,10,10,0,10
g4*il,1,1,1,0,1
g4*im,1,1,1,0,1
g4*it,3,3,3,0,3
g4*o,0,14,14,0,14
g4*om,5,0,0,0,0
g4*on,9,0,0,0,0
g4i,0,35,35,0,35
g5*a,3,3,3,3,3
g5@,0,140,140,0,140
g6,2966,2958,2798,2835,2975
g65,0,0,0,0,9
g6N,0,6,0,6,6
g6l,0,24,0,22,24
g6n,0,16,0,8,16
g6nd,0,0,0,1,0
g6r,0,77,0,89,111
g6r7,0,9,0,0,9
g6s,0,0,0,66,104
g6t,0,0,0,9,0
g6v,0,0,0,6,0
g6z,0,0,0,1,34
g@,2556,2712,2419,2612,2657
g@4,0,0,0,1,0
g@L,2,3,2,2,7
g@N,1,1,1,1,1
g@R,19,19,19,19,19
g@S,0,0,0,0,16
g@ST,2,2,2,2,2
g@T,15,14,14,14,15
g@Z,0,0,0,0,1
g@d,0,0,0,34,0
g@f,61,64,56,58,67
g@j,42,42,36,37,43
g@k,2,2,2,2,2
g@l,34,42,30,42,43
g@m,198,197,174,187,203
g@n,8,9,1,9,9
g@r,0,16,0,39,50
g@s,2,2,2,8,48
g@t,4,4,4,26,4
g@x,47,47,45,46,47
gB*e,0,1,1,0,1
gB*en,1,0,0,1,0
gB*es,1,1,1,1,1
gBi,0,1,1,1,1
gD*e,247,247,247,247,247
gDi,0,8,8,8,8
gL*a,87,115,119,92,131
gL*a7,2,0,0,0,2
gL*aN,1,1,1,1,1
gL*ad,23,0,0,23,0
gL*an,3,3,0,3,3
gL*ar,1,1,0,1,0
gL*ars,0,0,0,0,1
gL*at,4,1,1,4,1
gL*e,1,1,1,1,3
gL*e2,2,2,2,2,2
gL*ej,2,2,2,2,2
gL*ep,2,2,2,2,2
gL*et,1,1,1,1,1
gL*i,100,173,101,107,120
gL*iS,6,6,6,8,8
gL*iT,1,1,1,1,1
gL*if,1,0,0,0,0
gL*ij,0,0,0,68,0
gL*ijs,0,0,0,0,68
gL*o,0,4,1,3,4
gL*om,2,2,2,2,2
gL*on,1,0,0,1,0
gL*uk,1,1,1,1,1
gLi,289,305,262,304,315
gLi2,0,0,0,1,1
gLiN,0,2,0,2,2
gLiS,2,2,1,2,2
gLif,1,1,1,1,1
gLij,1,1,0,1,1
gLil,0,1,0,1,1
gLim,1,1,0,1,1
gLis,0,0,0,0,1
gLu,1,1,1,1,1
gM*e,1,1,12,0,1
gM*eN,3,3,0,0,3
gM*en,8,8,0,0,8
gM*ent,6,6,6,0,6
gMi,1,0,1,0,0
gMin,0,1,0,0,1
gN*a,14,14,14,14,14
gN*at,1,1,1,1,1
gN*e,9,14,14,14,15
gN*ef,4,4,4,4,4
gN*ej,3,3,3,3,3
gN*ev,5,0,0,0,0
gN*i,12,34,35,12,35
gN*iL,0,1,0,0,0
gN*iT,2,2,2,2,2
gN*it,23,0,0,23,0
gN*o,3,12,12,9,6
gN*om,9,9,9,9,9
gN*ot,4,1,1,4,1
gN*oz,6,0,0,0,6
gN*u,4,4,4,4,4
gNi,52,60,58,59,56
gNi7,0,1,1,1,1
gNij,0,1,1,1,1
gNim,0,1,1,1,1
gNis,0,0,0,0,2
gNit,3,10,7,11,10
gNiz,0,0,0,0,2
gR*a,26,62,63,50,62
gR*aS,9,9,9,9,9
gR*aZ,0,0,0,4,0
gR*an,1,1,0,1,1
gR*at,6,0,0,6,0
gR*az,30,0,0,2,0
gR*e,91,156,150,110,147
gR*e2,3,0,0,3,3
gR*e4,7,0,0,7,2
gR*e7,14,0,0,14,0
gR*eT,3,3,3,3,3
gR*eb,6,0,0,6,0
gR*ef,6,5,5,5,5
gR*ej,5,1,1,5,5
gR*ek,3,3,3,3,3
gR*el,6,6,3,6,6
gR*es,26,12,8,21,12
gR*et,4,1,1,4,1
gR*ex,6,6,6,6,6
gR*i,19,25,25,22,22
gR*im,4,4,4,4,4
gR*in,1,1,1,1,1
gR*ip,5,2,2,5,2
gR*is,3,0,0,0,3
gR*o,2,2,2,2,2
gR*u,5,5,5,5,5
gRi,185,191,185,153,193
gRi7,0,0,0,0,1
gRiT,1,1,1,1,1
gRib,0,0,0,8,0
gRik,1,1,1,1,1
gRip,1,1,1,2,1
gRis,0,0,0,18,0
gRiz,0,0,0,11,0
gV*i,0,6,0,0,0
gV*iS,0,0,0,0,5
gV*is,0,0,0,0,1
gVi,0,6,0,0,0
gVis,0,0,0,0,6
gZi,17,1,17,0,0
gZiS,0,0,0,0,1
gZim,0,16,0,0,16
gb*a,2,2,2,0,2
gb*ajt,1,1,1,1,1
gd*a,715,734,734,715,734
gd*a7,19,0,0,19,0
gd*o,8,8,8,8,8
gd*ot,8,8,8,8,8
gd6,19,19,19,19,19
ge,5,5,5,5,5
gg*u,1,1,1,1,1
gl*a,190,600,600,591,619
gl*aS,1,1,1,2,2
gl*aT,2,2,2,2,2
gl*af,5,5,5,5,5
gl*am,3,3,3,3,3
gl*as,107,28,28,28,34
gl*at,12,0,0,12,0
gl*av,319,0,0,0,0
gl*o,50,53,53,53,54
gl*of,2,2,2,2,2
gl*oj,1,1,1,1,1
gl*om,6,6,6,6,6
gl*ot,1,0,0,1,0
gl*ox,3,1,1,2,1
gl*u,44,60,60,44,60
gl*uP,6,6,6,6,6
gl*ub,16,0,0,16,0
gl*up,1,1,1,1,1
gl*y,8,8,8,8,8
gl*yp,1,1,1,1,1
gl6,483,483,479,475,509
gl6s,0,0,0,0,4
